"genotype","mat","media","temp","n","avgLS","StddevLS","medianLS","gompShape","gompRate","gompLogLik","gompAIC","weibShape","weibScale","weibLogLik","weibAIC","delta_LL"
"tor1","MATalpha","YPD+1.25% Ethanol",30,80,32.9875,10.8236657610224,33.5,0.0988387965662286,0.00237979861894823,-302.423569565132,608.847139130265,3.50042641805773,36.6884196738031,-303.032716581561,610.065433163121,-0.609147016428267
"BY4742","MATalpha","YPD+0.4mM Gemfibrozil(.1mg/mL)",30,120,27.1,8.88147917122523,26,0.107600861133483,0.00388045060760883,-436.298460838078,876.596921676156,3.35051722148444,30.1054781989024,-433.244308173182,870.488616346365,3.05415266489581
"tor1","MATalpha","YPD+0.4mM Gemfibrozil(.1mg/mL)",30,80,34.775,11.15026820362,38,0.120498894297193,0.00102877100711315,-295.123308051157,594.246616102314,3.82563375157968,38.4161204133189,-305.477790778031,614.955581556063,-10.3544827268745
"BY4742","MATalpha","YPD (w/ spent sir2 media)",30,58,29.7931034482759,9.39906419509393,29,0.106449218560053,0.00286699512049535,-213.616217240314,431.232434480628,3.56660711189732,33.115110216516,-211.356851036465,426.713702072931,2.25936620384849
"BY4742","MATalpha","YPD (w/ spent WT media)",30,59,27.9830508474576,9.08293497572409,27,0.103911056028989,0.00377573396695638,-216.613315691382,437.226631382764,3.40384923301067,31.1653806667081,-213.132299013717,430.264598027435,3.48101667766471
"BY4742","MATalpha","YPD (w/ spent sir2 media + proteinase K)",30,60,31.85,11.7384274060072,31,0.0751417780207961,0.0049039364437621,-235.478578420832,474.957156841664,2.98462085396698,35.751659086949,-231.291319914907,466.582639829813,4.18725850592531
"BY4742","MATalpha","YPD",37,60,23.9666666666667,10.1044824197854,22,0.0791488669438196,0.00943415391235643,-225.989087769806,455.978175539612,2.58085550957527,27.0723911373958,-221.228292496706,446.456584993412,4.76079527309989
"BY4741","MATa","SD  0.1% DMSO 5mM Nicotinamide 0.5uM C1-5",30,160,24.14375,9.1931385918962,22.5,0.091215700765766,0.00749737714527685,-590.546055114591,1185.09211022918,2.84272120076621,27.1274028584868,-578.763106969456,1161.52621393891,11.7829481451357
"BY4741","MATa","SD  0.1% DMSO 5mM Nicotinamide 1.0uM C1-5",30,160,24.24375,9.33159027411862,24,0.085835772664964,0.00825053678202207,-594.639342348735,1193.27868469747,2.80625424438106,27.2582813340359,-580.661805020249,1165.3236100405,13.9775373284856
"BY4741","MATa","SD  0.1% DMSO 5mM Nicotinamide 5.0uM C1-5",30,160,21.2875,7.42288446875458,21,0.10559519024562,0.00846409582118664,-563.85031813383,1131.70063626766,3.04269086324328,23.7674063206477,-547.786007807756,1099.57201561551,16.0643103260746
"BY4743","diploid","YPD o/n + SPM, tetrads",30,60,27.2666666666667,9.98450777355729,27.5,0.102681271391067,0.00408524212732211,-222.035898526592,448.071797053183,2.97177335002268,30.3809652800598,-224.368236804834,452.736473609668,-2.33233827824253
"BY4743","diploid","YPD o/n + SPM, single cells",30,58,28.1379310344828,12.2093554521344,31,0.0668906665632858,0.00815469427896154,-227.765800316396,459.531600632793,2.49439907143635,31.6727914400275,-226.395982163634,456.791964327267,1.3698181527628
"BY4743","diploid","YPD o/n + H2O, single cells",30,60,28.8833333333333,12.9170648744888,32,0.0796494631582242,0.0054841145257877,-234.321458771112,472.642917542225,2.42770194898554,32.5122161486,-238.151695314209,480.303390628418,-3.83023654309667
"BY4742","MATalpha","YPD o/n + SPM, single cells",30,58,25.2931034482759,11.3323146405277,23,0.0725546465783709,0.00927502718140802,-223.027300010848,450.054600021695,2.42852755316312,28.5796120029951,-220.800439470284,445.600878940569,2.22686054056311
"BY4742","MATalpha","YPD o/n + H2O, single cells",30,59,27.4237288135593,10.3544150000932,26,0.0875033086800686,0.00563835826973872,-222.931225369181,449.862450738362,2.92486338393245,30.7712452063806,-220.392617139096,444.785234278192,2.53860823008458
"BY4742","MATalpha","3% Gly Pre Adapted",30,80,21.5125,8.65951404781491,21,0.0944872134962863,0.00963454358434827,-288.779546581864,581.559093163728,2.62702548445599,24.0562491168603,-287.419015729894,578.838031459788,1.36053085197
"tor1","MATalpha","3% Gly Pre Adapted",30,78,16.5641025641026,8.35353528642525,16,0.101773618143936,0.0154559900589289,-271.749656517507,547.499313035015,2.06719888788424,18.6391107625197,-274.563332112021,553.126664224042,-2.81367559451337
"BY4742","MATalpha","YPD + 5 mM Nicotinamide",30,380,14.2184210526316,4.42375187073186,14,0.169650002207663,0.0115160670088521,-1159.70562515577,2323.41125031155,3.36420337793713,15.7747491205021,-1109.13080259576,2222.26160519151,50.5748225600164
"BY4742","MATalpha","YPD + DAB",30,260,36.2115384615385,14.7605554646157,38,0.062256404826931,0.00471139756037578,-1066.89753110165,2137.79506220331,2.67759737545704,40.6940366187664,-1067.21507107923,2138.43014215846,-0.317539977575052
"sir2","MATalpha","YPD + 5 mM Nicotinamide",30,80,12.05,4.57262077582361,11,0.179795716177572,0.0155231449501426,-239.910784552253,483.821569104506,2.84968689053926,13.5310476554827,-233.415185085408,470.830370170817,6.49559946684462
"BY4742","MATalpha","YPD + 10 uM resveratrol",30,60,21.7666666666667,6.56226156413764,22,0.143348209681742,0.00415224766067065,-201.833567612284,407.667135224567,3.65275242726361,24.1601791719818,-197.347703971852,398.695407943703,4.48586364043206
"BY4742","MATalpha","YPD + 10 ng/mL cycloheximide",30,80,23.5125,7.86595572665337,23,0.0957226132790235,0.00774264199266336,-288.847798589065,581.69559717813,3.15726217745122,26.2333284701291,-277.941016380111,559.882032760222,10.9067822089538
"BY4742","MATalpha","YPD + 25 ng/mL cycloheximide",30,160,23.10625,8.65451267389687,23,0.0998642312439595,0.00726772550089795,-578.703465622328,1161.40693124466,2.90066323183948,25.8739166903131,-571.625153357218,1147.25030671444,7.0783122651103
"BY4742","MATalpha","YPD + 500 uM Nicotinamide",30,60,25.75,8.49052313175386,24,0.112218823190075,0.00415354763298756,-215.649464783875,435.29892956775,3.36944167495148,28.6919294348574,-212.6589781657,429.3179563314,2.99048661817497
"BY4742","MATalpha","0.01% D",30,59,21.3220338983051,7.69110699616234,21,0.0798375217347138,0.0130353926783934,-214.629537198314,433.259074396628,2.83485459719078,23.8688314819059,-203.147375674721,410.294751349443,11.4821615235927
"BY4742","MATalpha","AH 0.5% D",30,80,29.65,12.011703153934,27.5,0.065012891950292,0.00753793815749007,-316.813945604101,637.627891208203,2.66140748182647,33.4010368020856,-309.873353179515,623.74670635903,6.94059242458638
"BY4742","MATalpha","YPD + 0.5 ug/mL tunicamycin",30,79,11.9746835443038,7.62077908989845,10,0.0658348278436433,0.0430436985906707,-265.216712264362,534.433424528724,1.61504866153582,13.3682971454521,-263.460561996411,530.921123992823,1.75615026795077
"BY4742","MATalpha","YPD + 10 mM L-MSX",30,57,11.859649122807,5.50791183043352,13,0.130269625719378,0.0250035976142148,-179.195659427689,362.391318855379,2.28338813721233,13.3607147522682,-176.519993881092,357.039987762185,2.675665546597
"BY4742","MATalpha","YPD + 100 uM L-MSX",30,60,29.9333333333333,8.91364725264764,29,0.108917099845373,0.00268790558739151,-219.524469043449,443.048938086898,3.72799336352742,33.2077137026725,-215.606961276881,435.213922553762,3.91750776656775
"BY4742","MATalpha","YPD + 50 uM L-MSX",30,60,28.75,6.95414764665846,28,0.13121235443133,0.00194087825550195,-208.335569805857,420.671139611714,4.38759665917982,31.4807792333099,-202.496048996238,408.992097992475,5.8395208096193
"BY4742","MATalpha","YPD + Citrate buffer PH 7.0",30,57,28.0175438596491,15.3104670406394,27,0.0520920444125691,0.0108175444518142,-231.838962486618,467.677924973236,1.88947026836768,31.4988915673889,-233.998513918846,471.997027837691,-2.1595514322278
"BY4742","MATalpha","YPD + Citrate buffer PH 5.0",30,58,8.6551724137931,10.0377388313776,5,-0.0127739097256104,0.130142667811424,-182.681273586783,369.362547173567,0.982185747322815,8.58056785794596,-183.155996550968,370.311993101935,-0.474722964184281
"BY4743","diploid","YPD + CLS82 Day 4 SC 2% D Replicate A",30,113,27.4690265486726,11.1468051127892,27,0.0669703766266118,0.00882825068377027,-439.591159979717,883.182319959435,2.60762882956927,30.8012913845617,-432.731279202815,869.462558405629,6.85988077690263
"BY4742","MATalpha","YPD no 4C",30,80,20.125,5.71335322409626,19,0.141580580695194,0.00576612701056323,-264.515637412389,533.031274824778,3.66977972270013,22.2408713226751,-254.034559205864,512.069118411728,10.481078206525
"BY4742","MATalpha","YPD+ DMSO (2%)",30,80,15.0125,8.27761010883722,13,0.0767893867206298,0.0260448586612602,-279.611335225592,563.222670451184,1.91194841182601,16.9452945149621,-276.421495752811,556.842991505623,3.18983947278076
"BY4742","MATalpha","YPD+1.25% Ethanol",30,120,27.475,8.74471028583528,27,0.115852766288595,0.00308343699111385,-431.838671498276,867.677342996552,3.55529912787318,30.5237814491717,-429.33497355076,862.66994710152,2.50369794751578
"BY4741","MATa","SD  0.1% DMSO 5mM Nicotinamide",30,160,20.075,7.2202980826636,19,0.105600321875661,0.00985298152476114,-560.008757909027,1124.01751581805,2.95555636548865,22.4875211664712,-541.200163635998,1086.400327272,18.808594273029
