"sd.rgompertz","current.seed","scale","sderr","Delta_LL","G","R","LWei","LGomp","MeanLF","Delta_LL.flex","LWei.flex","LGomp.flex","G.flex.estimated","R.flex.estimated","LLG.par","LLR.par","gamma.flex.estimated","theta.flex.estimated"
6.98042880602325,12345,2,13.9608576120465,12.7483604714789,0.17,0.001,-7619.81349474981,-7632.56185522129,28.5132135306554,12.7483963257282,-7619.81330204278,-7632.56169836851,0.0540914134610767,0.0102925782956482,-2.91658387429034,-4.57678703307046,2.15232842760825,32.0767149797849
7.13827592127548,12345,3,21.4148277638264,-2.71198309293777,0.17,0.001,-7300.6013301466,-7297.88934705366,32.2258823529412,-2.71536835136976,-7300.6013042507,-7297.88593589933,0.0316016961008646,0.0134178381812331,-3.45504384127368,-4.30880867684754,1.72260425539873,36.0163603517214
6.02599105516063,12345,0,0,-94.4353930490533,0.2,0.001,-6404.00400297434,-6309.56860992529,23.6915,-94.4353933710399,-6404.00396435889,-6309.56857098785,0.199371700737048,0.00102999723099193,-1.61261740688336,-6.87785004344865,4.72314921873269,25.8567013090761
6.00176039226053,12345,0.1,0.600176039226053,-71.6273049843121,0.2,0.001,-6389.86876681933,-6318.24146183502,23.9384692346173,-71.627393710377,-6389.86874192334,-6318.24134821296,0.198451064001748,0.000996445519106122,-1.61711460527715,-6.91146627049634,4.78469997545576,26.1379903528941
6.13806610219956,12345,0.2,1.22761322043991,-83.3030378262483,0.2,0.001,-6473.37663102852,-6390.07359320227,23.772158237356,-83.3030749191939,-6473.37659527143,-6390.07352035224,0.188604227468233,0.00125155810262826,-1.66809668972433,-6.68313111245228,4.52690163761181,26.0022638871222
6.1932444392916,12345,0.3,1.85797333178748,-76.1300294206076,0.2,0.001,-6567.49163321444,-6491.36160379384,23.7952952952953,-76.1293933267525,-6567.49087328132,-6491.36147995457,0.176788749605385,0.00157158618572516,-1.73251327366528,-6.45692023225144,4.29848619628295,26.0812788746259
6.0427927500526,12345,0.4,2.41711710002104,-62.678448433433,0.2,0.001,-6538.41169376342,-6475.73324532999,23.8668002003004,-62.6784490425771,-6538.41166045691,-6475.73321141434,0.177573250010246,0.00153252926243325,-1.72828854193275,-6.48103714164723,4.36692965110196,26.1520290242732
5.94527833188339,12345,0.5,2.9726391659417,-14.0564198382626,0.2,0.001,-6576.0961899257,-6562.03977008743,23.8622934401602,-14.0562220840147,-6576.0959794886,-6562.03975740459,0.167406369071343,0.00187218543645373,-1.78727800090189,-6.28076845691862,4.22785552786169,26.2266720700988
5.99757763390591,12345,0.6,3.59854658034354,-0.0948850038967066,0.2,0.001,-6657.44233493353,-6657.34744992964,23.8726817042607,-0.0947911013136036,-6657.44220905599,-6657.34741795467,0.155439774500639,0.00236310093668034,-1.86162801802944,-6.04721324820237,4.01230718865709,26.2889812515791
5.96393843217886,12345,0.7,4.1747569025252,-6.05455226225058,0.2,0.001,-6769.65486275573,-6763.60031049348,23.9097744360902,-6.05456246237372,-6769.65482314538,-6763.60026068301,0.145130956298535,0.00285031920295902,-1.92993715873577,-5.86100490950497,3.78205114934685,26.4000738867271
6.00659331809267,12345,1,6.00659331809267,26.3316835245823,0.2,0.001,-6993.92542792378,-7020.25711144837,23.8721047331319,26.3318143800552,-6993.92529865746,-7020.25711303751,0.118075442909339,0.00473064070216866,-2.13672526090887,-5.35279023555677,3.24531162110858,26.5879026720054
6.06156403140969,12345,2,12.1231280628194,9.17266785669926,0.2,0.001,-7368.95499696386,-7378.12766482055,25.1712473572939,9.17278989217357,-7368.95488435577,-7378.12767424794,0.0626819740242687,0.0113638740386062,-2.7692090715372,-4.47810419837945,2.17801981052754,28.2985503448282
6.2339350861883,12345,3,18.7018052585649,4.53010903008089,0.2,0.001,-7416.48633045906,-7421.01643948914,28.3450980392157,4.51472882472353,-7416.48620479252,-7421.00093361724,0.0367929829329266,0.0149906948939246,-3.308771998343,-4.19442045268074,1.75434497220576,31.7307500252788
4.80515064877214,12345,0,0,-71.9710929243092,0.25,0.001,-5914.38461944706,-5842.41352652275,19.9029514757379,-71.9710188143581,-5914.38448780066,-5842.4134689863,0.254170561175181,0.00092898986173829,-1.36988260087828,-6.98091507275954,5.07028460894817,21.6691423081749
4.97314686599683,12345,0.1,0.497314686599683,-115.785175752179,0.25,0.001,-6009.2842219793,-5893.49904622712,19.8808808808809,-115.785106110587,-6009.28413443655,-5893.49902832597,0.247811673545775,0.00103183779429094,-1.39502188454556,-6.87683924231211,4.8477050842645,21.6669858428714
4.83562419310201,12345,0.2,0.967124838620403,-40.8258841225434,0.25,0.001,-5972.75589479676,-5931.93001067421,20.025025025025,-40.8258972850863,-5972.75588521203,-5931.92998792694,0.239278464072015,0.0011586598204248,-1.43022768378258,-6.76009561548599,4.8912308680519,21.8470308055493
4.89770784740315,12345,0.3,1.46931235422095,-73.7113251019173,0.25,0.001,-6065.58876004992,-5991.87743494801,19.8246492985972,-73.7114118472045,-6065.58874234965,-5991.87733050244,0.230602221326062,0.0013968288300922,-1.46728964209954,-6.57266758740834,4.62125767421868,21.6706913645034
4.78755164084038,12345,0.4,1.91502065633615,-20.4163550236162,0.25,0.001,-6064.07797793988,-6043.66162291626,20.0315473209815,-20.4163455589669,-6064.07792136723,-6043.66157580827,0.22014869215795,0.00160234149127953,-1.5136248846227,-6.43555401761926,4.61136858304767,21.8932784426771
4.9629480473882,12345,0.5,2.4814740236941,-14.0848117421529,0.25,0.001,-6201.2588874219,-6187.17407567974,20.0471414242728,-14.0847102573625,-6201.25877047662,-6187.17406021925,0.201035699749734,0.00216986841703447,-1.60436652987801,-6.13265425353266,4.26509587602117,22.0151136591209
4.99913294221687,12345,0.6,2.99947976533012,-6.33481731830125,0.25,0.001,-6313.82292399272,-6307.48810667442,19.5755755755756,-6.33480151935055,-6313.82287173305,-6307.4880702137,0.186488735059297,0.00300485242914645,-1.67938075415022,-5.80772970118045,3.92444023857883,21.5913419974427
4.91573851114799,12345,0.7,3.44101695780359,0.938935397162822,0.25,0.001,-6355.78590725398,-6356.72484265115,20.203722334004,0.938970351226999,-6355.78582427785,-6356.72479462908,0.17796128598865,0.00304873631105378,-1.72604715182914,-5.79367823242201,3.88952789672105,22.2863525518636
4.89208619809796,12345,1,4.89208619809796,-3.5991333797374,0.25,0.001,-6649.29964045048,-6645.70050707074,19.8798994974874,-3.59917663045962,-6649.2995875988,-6645.70041096834,0.144772664849154,0.00542025218113596,-1.93269566376187,-5.21702531409107,3.25733088533381,22.1110028299983
4.87556954092816,12345,2,9.75113908185633,19.1120682738965,0.25,0.001,-7064.02040515758,-7083.13247343148,21.2899005756149,19.1120327822064,-7064.02038137902,-7083.13241416122,0.0790391795774118,0.0124101336856643,-2.53782410926695,-4.38946977030266,2.26813677463511,23.9581079279913
4.92652839469397,12345,3,14.7795851840819,-14.2008067208499,0.25,0.001,-6993.23461834801,-6979.03381162716,22.8879551820728,-14.2015404171016,-6993.23431206298,-6979.03277164588,0.0516959568188953,0.0166871980454975,-2.9609186208112,-4.09495535273149,1.83112597543008,25.6399810534287
20.8698770052155,12345,0,0,-83.5844843813938,0.05,0.002,-8920.29826240387,-8836.71377802247,55.8983475212819,-83.5840587529146,-8920.29822672871,-8836.71416797579,0.04964058551409,0.00202920295144526,-3.00365361662135,-6.19783882788917,2.96951103601841,62.4271229505782
20.8979067057211,12345,0.1,2.08979067057211,-127.924423837871,0.05,0.002,-8957.46770994609,-8829.54328610822,55.9884827240861,-127.923999685037,-8957.46767743312,-8829.54367774808,0.0502488672256363,0.0019595383957691,-2.99128407955401,-6.23319066594872,2.93080160102554,62.4241232775677
21.276248069659,12345,0.2,4.2552496139318,-85.2133266571564,0.05,0.002,-8929.42404876351,-8844.21072210636,55.7762694821518,-85.2128109462374,-8929.42374942391,-8844.21093847768,0.0477545946957916,0.00221967883627858,-3.04205336324318,-6.10893838440344,2.88486515168207,62.3390818982851
20.6311431899296,12345,0.3,6.18934295697888,-88.0296234241468,0.05,0.002,-8918.62390348449,-8830.59428006034,56.1786612984399,-88.0291548753121,-8918.62383832706,-8830.59468345175,0.0480172263062773,0.00215056679794926,-3.03687449924415,-6.13972241902537,2.90663539611123,62.6848158638968
20.7337405620661,12345,0.4,8.29349622482644,-74.4054295160768,0.05,0.002,-8964.33699651313,-8889.93156699705,56.0822401614531,-74.4050434102046,-8964.33661405109,-8889.93157064088,0.0447962836729037,0.00248413737027053,-3.10579641529049,-5.99757394372381,2.77722823999185,62.7333023253972
21.0350846505323,12345,0.5,10.5175423252662,-60.9026463466234,0.05,0.002,-8963.41855218301,-8902.51590583639,56.5268762677485,-60.9024753680242,-8963.41848405346,-8902.51600868543,0.0426528978089395,0.00266995210677529,-3.15484858310885,-5.92483882173117,2.71927362808621,63.2695170065479
20.5475698877505,12345,0.6,12.3285419326503,-44.5032494597308,0.05,0.002,-8996.1514382152,-8951.64818875547,57.5385395537525,-44.5032236291427,-8996.15136387035,-8951.64814024121,0.0411292997762035,0.0027233428289995,-3.19121691452473,-5.90558615247056,2.71484057846802,64.4235327857084
