"sd.rnormal","current.seed","scale","sderr","Delta_LL","mean_in","LWei","LGomp","MeanLF","Delta_LL.flex","LWei.flex","LGomp.flex","G.flex.estimated","R.flex.estimated","LLG.par","LLR.par","gamma.flex.estimated","theta.flex.estimated"
4.89935615888255,20160711,5,5,140.095254447771,20,-6034.98127360397,-6175.07652805174,19.987,140.095292954089,-6034.98118591691,-6175.076478871,0.194244770299731,0.00255447191860712,-1.63849966624546,-5.9703085012073,4.47586235516745,21.8737570429228
1.03123136684593,20160711,1,1,24.9264480125867,35,-3073.93723821768,-3098.86368623026,34.9715,24.9265822084049,-3073.93701426633,-3098.86359647474,0.960543394913018,1.48839930956529e-15,-0.040470863625277,-34.1338861762184,34.2196330370365,35.485992785394
2.02628416387663,20160711,2,2,57.6628086505134,35,-4410.91068813753,-4468.57349678805,34.995,57.6629899874615,-4410.91049372271,-4468.57348371018,0.476766362947041,1.65204011733133e-08,-0.740752671064438,-17.918395851236,17.3806186615017,35.969425610498
2.94171932430822,20160711,3,3,70.1678548212767,35,-5091.1392305742,-5161.30708539548,35.0435,70.1676878260405,-5091.13920465572,-5161.30689248176,0.339643728472943,1.39451632803409e-06,-1.07960037309684,-13.486248203379,12.5373965087602,36.3993689557658
3.95768334759292,20160711,4,4,97.2435877153866,35,-5669.15135673328,-5766.39494444867,34.9875,97.2436816784766,-5669.15122208419,-5766.39490376267,0.249223423829649,2.48437090880984e-05,-1.3894759990495,-10.6021133823172,9.35947599638032,36.7543092685769
4.97813970197152,20160711,5,5,106.650548805708,35,-6101.24790763076,-6207.89845643647,35.1,106.651012050454,-6101.2473756338,-6207.89838768426,0.200627887582701,0.000106646803488361,-1.60626530154986,-9.14599956194823,7.61396738010186,37.2541786041413
1.00661829738715,20160711,1,1,26.2748299805326,40,-3061.8260559915,-3088.10088597203,40.009,26.2748851654533,-3061.82594571441,-3088.10083087987,0.952654303725084,1.62441892018338e-17,-0.0486157983652546,-38.6543339467026,38.8723757185629,40.515801650524
2.06626840939653,20160711,2,2,51.1384379290821,40,-4430.23565007626,-4481.37408800535,40.0395,51.1383485803735,-4430.23558007219,-4481.37392865256,0.473522422537131,1.68704386034663e-09,-0.747807077815673,-20.1953608126623,19.7320677452886,41.0291526081393
3.0304983361233,20160711,3,3,68.8010459395036,40,-5167.9799131381,-5236.7809590776,40.043,68.801031646356,-5167.97987552505,-5236.78090717141,0.32554603120757,4.32265933416865e-07,-1.12216916125922,-14.6555026937802,13.7159039271558,41.4551017597518
4.06943951079316,20160711,4,4,81.4565220796067,40,-5732.30569500284,-5813.76221708245,40.0185,81.4565506460185,-5732.30562713588,-5813.7621777819,0.245768131863286,7.95163649855023e-06,-1.40324277759217,-11.7434395080351,10.4076702589209,41.8664819488758
4.89305532982339,20160711,5,5,92.4134902404849,40,-6077.79045459195,-6170.20394483244,40.006,92.4134902051474,-6077.79041748008,-6170.20390768523,0.205476941131558,3.34515497606476e-05,-1.58231297235851,-10.3064232065981,8.78703980649005,42.1718510991903
1.00528976799651,20160711,1,1,17.7678761389689,50,-3075.1734980539,-3092.94137419287,49.9825,17.7678641725743,-3075.17349317364,-3092.94135734622,0.963449889679332,7.06214151761276e-22,-0.0371010314337195,-48.7085973254781,48.793507259074,50.500190102899
1.98141333422101,20160711,2,2,41.6452476544291,50,-4375.28324349601,-4416.92849115044,50.003,41.6452364445095,-4375.28321122112,-4416.92844766563,0.488248210629003,7.45348444462812e-12,-0.716928380781553,-25.6222040986338,25.1550227420565,50.9690184434331
2.97700914996175,20160711,3,3,51.4597339016636,50,-5128.8586161349,-5180.31835003657,49.9435,51.4598521438911,-5128.85849235406,-5180.31834449795,0.336891537327182,1.00499149308483e-08,-1.08798190625758,-18.4158369708731,17.4814101670385,51.348348725158
4.05129698431172,20160711,4,4,88.6604783838575,50,-5761.18399274989,-5849.84447113375,50.0635,88.6605029788125,-5761.18395282165,-5849.84445580046,0.235529301567913,1.10426191336661e-06,-1.44587519536215,-13.7167578945325,12.6255350847256,51.9395196612253
4.99330403044828,20160711,5,5,86.9833044250481,50,-6138.45544387217,-6225.43874829722,49.9875,86.9834285862744,-6138.45527909564,-6225.43870768191,0.198405682335013,5.95931478782076e-06,-1.61751978926534,-12.0296207867767,10.573371236476,52.2461067159524
0.973655734705517,-1881,1,1,127.4479337031,5,-2898.96439824149,-3026.41233194459,4.967,127.447900468683,-2898.96436580053,-3026.41226626921,0.969620202390367,0.00484741611752115,-0.0309251013831529,-5.32918793200439,5.35268104195296,5.3787355450488
2.00245761865317,-1881,2,2,92.9881668973121,5,-4109.8200052676,-4202.80817216491,5.07085020242915,92.9882101917965,-4109.81995517977,-4202.80816537156,0.437482799189826,0.0352486845260579,-0.826820931577131,-3.3453071791004,2.81403732665756,5.69196969022398
2.96946835382101,-1881,3,3,53.4482423419286,5,-4347.09159442346,-4400.53983676539,5.37035040431267,53.4482500145814,-4347.09157854584,-4400.53982856042,0.281333969013304,0.0559632333003609,-1.26826548762764,-2.88309239623225,2.17895709031055,6.06247416780745
4.08357450098579,-1881,4,4,49.2577074241726,5,-4490.66278622644,-4539.92049365061,5.95472779369628,49.2577276822612,-4490.66276064221,-4539.92048832447,0.170851706145164,0.0728699580660855,-1.76700803328683,-2.618908571229,1.80084317222582,6.69984519624624
5.04072711527668,-1881,5,5,39.4589721496468,5,-4369.51755595731,-4408.97652810696,6.54349167180753,39.4588471761563,-4369.51751648627,-4408.97636366243,0.140983442829031,0.071190753090594,-1.95973506819805,-2.64190176190871,1.72082560919286,7.34446297600991
1.02004183032361,-1881,1,1,88.7658358619228,10,-3041.63564422449,-3130.40148008642,10.028,88.7659078897359,-3041.63555807015,-3130.40146595988,0.934171874481577,4.85429430627928e-05,-0.0680619836034788,-9.93324827545201,9.99528768861674,10.506226032007
1.97100103029092,-1881,2,2,110.472323875269,10,-4230.57729351801,-4341.04961739328,9.9695,110.472337026098,-4230.57722731785,-4341.04956434395,0.508481061700707,0.00195019294381044,-0.676156217382892,-6.24073724485075,5.55861769849756,10.7779590624901
2.96497549147573,-1881,3,3,124.583674947969,10,-5019.40093109292,-5143.98460604089,10.0055,124.584180679841,-5019.40033076876,-5143.9845114486,0.314213467073937,0.00895220759175858,-1.15770039034295,-4.71610631193632,3.6993401855603,11.0775025361378
3.95939402333254,-1881,4,4,70.6097688110403,10,-5452.06809170897,-5522.67786052001,10.3039959534648,70.609999569544,-5452.06783906355,-5522.67783863309,0.23044605475289,0.0154835326710312,-1.46763330379394,-4.16832747138949,2.93977033085631,11.5301325221892
5.11576635355966,-1881,5,5,49.4838986622908,10,-5764.15808723457,-5813.64198589686,10.2551440329218,49.4839521449612,-5764.15803327655,-5813.64198542151,0.157292019167092,0.0272215997639648,-1.84978954477669,-3.60315321055535,2.25887062530162,11.5588331405274
0.999292603877339,-1881,1,1,61.7187317522535,15,-3029.18630548977,-3090.90503724203,15.0095,61.718746128523,-3029.18628783195,-3090.90503396047,0.955095415390468,3.44573566142266e-07,-0.0459806196124452,-14.8804039760345,14.9764391821157,15.4968735740478
1.94786056800046,-1881,2,2,89.7934366880972,15,-4246.83129841069,-4336.62473509878,14.985,89.7934673902791,-4246.83122794061,-4336.62469533089,0.516223853189778,0.000135854239253449,-0.661154241801784,-8.90421394520943,8.26265817284076,15.8480883114628
2.99353066014706,-1881,3,3,125.48945497248,15,-5066.63737299568,-5192.12682796816,14.942,125.489539823472,-5066.63727016002,-5192.12680998349,0.328960372871978,0.00148641325606264,-1.11187121483357,-6.51124122341276,5.44758030826394,16.1618395993104
3.96517623401634,-1881,4,4,122.002054721434,15,-5602.17481273595,-5724.17686745738,15.1565,122.00204591384,-5602.17469577101,-5724.17674168485,0.243496438019935,0.00387719967533251,-1.41243104214773,-5.55368054153099,4.22530958331481,16.6530173173858
4.97174910656366,-1881,5,5,81.2976512436617,15,-6014.6787904068,-6095.97644165046,14.859649122807,81.2976979114892,-6014.67870856123,-6095.97640647272,0.18917509874142,0.00769870717516844,-1.66496191567023,-4.86691150330975,3.31725880201997,16.5450135304843
0.988277931364023,-1881,1,1,48.7296975437907,20,-3012.69680130773,-3061.42649885152,19.9565,48.7296859341795,-3012.69675629199,-3061.42644222617,0.966527866141674,2.46955831158550e-09,-0.0341714521568705,-19.8169475055992,19.9651024095669,20.4439879928713
2.03569662999672,-1881,2,2,79.6998894222252,20,-4364.21639883712,-4443.91628825934,20.0495,79.6998712000841,-4364.21634489443,-4443.91621609451,0.4879383333654,1.66199869452337e-05,-0.717482491661629,-11.0054314409024,10.3557006246821,20.9817957008005
3.04018289614349,-1881,3,3,93.8936334222726,20,-5106.47851048727,-5200.37214390954,19.97,93.8934415600797,-5106.47845655439,-5200.37189811447,0.335634360562346,0.000247820446073653,-1.09146748803954,-8.3049248835817,7.1874225041344,21.2753783756766
4.04829586961849,-1881,4,4,113.044145236463,20,-5656.27014161427,-5769.31428685073,20.075,113.044114572622,-5656.2701369944,-5769.31425156703,0.247551390772228,0.00105496118708021,-1.39606571175365,-6.8547675060494,5.49293570993258,21.7190464407789
4.94565357866018,-1881,5,5,122.94300417444,20,-6046.90636968062,-6169.84937385506,20.162,122.942999913418,-6046.90633458317,-6169.84933449659,0.19813519793077,0.00228879964660815,-1.61882354732868,-6.07945756875218,4.50604422546793,22.0753997310421
0.998796061278679,-1881,1,1,27.6583262034587,35,-3067.30102037055,-3094.95934657401,34.9865,27.6583828709049,-3067.30091493749,-3094.95929780839,0.955184127313557,1.7731348343759e-15,-0.0457384219045987,-33.9699530777806,34.0891019015059,35.4959980091573
2.02230977555384,-1881,2,2,49.7100452727273,35,-4368.50618005236,-4418.21622532509,35.0405,49.7102017714806,-4368.50593548864,-4418.21613726012,0.493804703849114,9.12478040716152e-09,-0.705785679462419,-18.509146494086,17.9398619639684,36.0026920202984
2.9295299678217,-1881,3,3,66.6037910742998,35,-5081.611802752,-5148.2155938263,35.058,66.6038096559596,-5081.61171776098,-5148.21552741694,0.343453224159446,1.22215104230382e-06,-1.06858833533722,-13.6161166086639,12.6231480203061,36.4106552475684
